
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             162.1549   |        50 | 1.8e+07   |      |    10.5183407    -     18.1643884   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             162.2141   |       200 | 3.7e+08   |      |    10.4410070    -     18.0842469   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             162.3874   |      2000 | 2.0e+07   |      |     4.4032520    -     12.0383412   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<0>)*        |    |
             163.4094   |       150 | 2.0e+08   |      |    11.6660241    -     19.2533690   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
             163.5801   |       170 | 8.8e+07   |      |    10.5183407    -     18.0977613   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             163.8723   |        30 | 1.6e+07   |      |    10.5183407    -     18.0842469   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             164.0443   |       200 | 1.2e+08   |      |    10.4410070    -     17.9989787   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             164.1657   |       200 | 8.8e+08   |      |    11.2998584    -     18.8522431   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
